Título,Entidad,Ubicación,Convocatoria,Vacantes,Remuneración,Fecha Inicio,Fecha Fin,Departamento,,UNICOS
ESPECIALISTA EN SIGA Y SIRICC,MUNICIPALIDAD PROVINCIAL DE YUNGUYO,PUNO - YUNGUYO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-3,1,"S/. 2,500.00",21/04/2026,5/05/2026,0,,UNIDAD DE GESTION EDUCATIVA LOCAL Nº 10
PSICOLOGO,MUNICIPALIDAD PROVINCIAL DE YUNGUYO,PUNO - YUNGUYO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-3,1,"S/. 1,800.00",21/04/2026,5/05/2026,0,,MUNICIPALIDAD DISTRITAL DE SANTA ROSA
RESPONSABLE DE BANCO DE INVERSIONES,MUNICIPALIDAD PROVINCIAL DE YUNGUYO,PUNO - YUNGUYO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-3,1,"S/. 2,500.00",21/04/2026,5/05/2026,0,,"SISTEMA NACIONAL DE EVALUACION, ACREDITACION Y CERTIFICACION DE LA CALIDAD EDUCATIVA"
RESPONSABLE DE COMERCIO Y MERCADOS,MUNICIPALIDAD PROVINCIAL DE YUNGUYO,PUNO - YUNGUYO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-03,1,"S/. 2,500.00",21/04/2026,5/05/2026,0,,MINISTERIO DEL INTERIOR
RESPONSABLE DE ESTUDIO DE MERCADO EN BIENES,MUNICIPALIDAD PROVINCIAL DE YUNGUYO,PUNO - YUNGUYO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-03,1,"S/. 2,000.00",21/04/2026,5/05/2026,0,,UNIDAD EJECUTORA N° 011: PROGRAMA DE ALIMENTACIÓN ESCOLAR (PAE)
RESPONSABLE DE ESTUDIO DE MERCADO EN SERVICIO,MUNICIPALIDAD PROVINCIAL DE YUNGUYO,PUNO - YUNGUYO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-03,1,"S/. 2,000.00",21/04/2026,5/05/2026,0,,INSTITUTO GEOLOGICO MINERO Y METALURGICO
RESPONSABLE DE PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES (PTAR),MUNICIPALIDAD PROVINCIAL DE YUNGUYO,PUNO - YUNGUYO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-03,1,"S/. 2,200.00",21/04/2026,5/05/2026,0,,"SUPERINTENDENCIA NACIONAL DE CONTROL DE SERVICIOS DE SEGURIDAD, ARMAS, MUNICIONES Y EXPLOSIVOS DE US"
SUB GERENTE DE RECURSOS HUMANOS,MUNICIPALIDAD PROVINCIAL DE YUNGUYO,PUNO - YUNGUYO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-3,1,"S/. 3,000.00",21/04/2026,5/05/2026,0,,DIRECCION REGIONAL DE EDUCACION DE LIMA METROPOLITANA
ENFERMERO(A),PROGRAMA INTEGRAL NACIONAL PARA EL BIENESTAR FAMILIAR - INABIF,PUNO - JULIACA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-134,1,"S/. 3,000.00",21/04/2026,5/05/2026,0,,"SUPERINTENDENCIA DE TRANSPORTE TERRESTRE DE PERSONAS, CARGA Y MERCANCIAS - SUTRAN"
ESPECIALISTA EN DESARROLLO ECONÓMICO,SUB REGION BAJO MAYO - TARAPOTO,SAN MARTIN - TARAPOTO,276-01,1,"S/. 1,582.00",21/04/2026,5/05/2026,0,,PROGRAMA NACIONAL PARA LA EMPLEABILIDAD
JEFE DE ÁREA TÉCNICA MUNICIPAL (ATM),MUNICIPALIDAD DISTRITAL DE HUICUNGO,SAN MARTIN - HUICUNGO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,1,"S/. 2,100.00",21/04/2026,5/05/2026,0,,SERVICIO NACIONAL DE METEOROLOGIA E HIDROLOGÍA DEL PERÚ - SENAMHI
TÉCNICO EN GESTIÓN DOCUMENTAL III,DEFENSORIA DEL PUEBLO,SAN MARTIN - MOYOBAMBA,D.LEG 1057 - DETERMINADO (SUPLENCIA)-145,1,"S/. 2,800.00",21/04/2026,5/05/2026,0,,MINIST. DE TRABAJO Y PROMOCION DEL EMPLEO
ASISTENTE JURISDICCIONAL,PODER JUDICIAL,TACNA - TACNA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-016,1,"S/. 2,572.00",21/04/2026,5/05/2026,0,,UNIDAD DE GESTION EDUCATIVA LOCAL 04
ESPECIALISTA 2,MUNICIPALIDAD PROVINCIAL DE TACNA,TACNA - TACNA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-23,2,"S/. 3,750.00",21/04/2026,5/05/2026,0,,SERVICIO DE ADMINISTRACION TRIBUTARIA
PERSONAL DE ATENCIÓN PERMANENTE,PROGRAMA INTEGRAL NACIONAL PARA EL BIENESTAR FAMILIAR - INABIF,TACNA - TACNA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-127,1,"S/. 2,000.00",21/04/2026,5/05/2026,0,,INSTITUTO DE MEDICINA LEGAL Y CIENCIAS FORENSES
PERSONAL DE ATENCIÓN PERMANENTE,PROGRAMA INTEGRAL NACIONAL PARA EL BIENESTAR FAMILIAR - INABIF,TACNA - TACNA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-130,1,"S/. 1,500.00",21/04/2026,5/05/2026,0,,UNIDAD DE GESTION EDUCATIVA LOCAL DE PUTUMAYO
ANALISTA LEGAL,DEFENSORIA DEL PUEBLO,UCAYALI - PURUS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-58,1,"S/. 3,000.00",21/04/2026,5/05/2026,0,,UNIDAD DE GESTION EDUCATIVA UCAYALI - CONTAMANA
ASISTENTE JURISDICCIONAL,CORTE SUPERIOR DE JUSTICIA DE LAMBAYEQUE,LAMBAYEQUE - CHICLAYO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-012,1,"S/. 4,000.00",21/04/2026,5/05/2026,0,,UNIDAD DE GESTION EDUCATIVA DE ALTO AMAZONAS - YURIMAGUAS
VIGILANTE,UNIDAD DE GESTION EDUCATIVA LOCAL N° 8 CANETE,LIMA - SAN VICENTE DE CAÑETE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-17,1,"S/. 1,514.19",21/04/2026,5/05/2026,0,,GOBIERNO REGIONAL DE HUANCAVELICA
ASISTENTE(A) DE ARCHIVO,UNIDAD DE GESTION EDUCATIVA LOCAL # 01,LIMA - SAN JUAN DE MIRAFLORES,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-043,1,"S/. 2,864.19",21/04/2026,5/05/2026,0,,MUNICIPALIDAD DISTRITAL DE CHAGLLA
COORDINADOR (A) DE INNOVACIÓN Y SOPORTE TECNOLÓGICO,UNIDAD DE GESTION EDUCATIVA LOCAL Nº 10,LIMA - HUARAL,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-48,1,"S/. 1,714.19",21/04/2026,5/05/2026,0,,HOSPITAL REGIONAL HERMILIO VALDIZAN
TECNICO ADMINISTRATIVO II,UNIDAD DE GESTION EDUCATIVA LOCAL Nº 10,LIMA - HUARAL,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-49,1,"S/. 2,300.00",21/04/2026,5/05/2026,0,,UNIDAD EJECUTORA 303 EDUCACION PISCO
CAJERA,MUNICIPALIDAD DISTRITAL DE SANTA ROSA,LIMA - SANTA ROSA,D.LEG 1057 - INDETERMINADO-003,2,"S/. 1,604.19",21/04/2026,5/05/2026,0,,UNIDAD EJECUTORA 401 SALUD CHINCHA PISCO
